kepid,kepoi_name,koi_disposition,koi_prad,koi_teq,koi_insol,koi_period,koi_duration,koi_depth,koi_steff,koi_slogg,koi_srad,ra,dec,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
7769072,K06914.01,FALSE POSITIVE,158.5,3651.0,42225.89,0.60886299,1.27896,2019.5,5022.0,3.311,4.167,296.83969,43.408051,0,1,0,0
7769815,K06915.01,FALSE POSITIVE,1.15,1026.0,261.33,4.43529675,2.117,181.9,5659.0,4.511,0.842,297.01929,43.478802,0,0,1,0
7777365,K06916.01,FALSE POSITIVE,1.05,1659.0,1797.86,0.88512187,3.349,136.0,5392.0,4.521,0.819,298.83493,43.41951,0,0,1,1
7798259,K06917.01,FALSE POSITIVE,42.06,1114.0,363.79,1.734221252,2.4577,289820.0,4765.0,4.584,0.702,280.34384,43.596142,0,1,0,0
8453191,K07043.01,FALSE POSITIVE,117.51,1542.0,1336.82,5.776764285,6.99715,153900.0,6263.0,3.875,2.072,298.79752,44.417992,0,1,0,0
8453324,K07044.01,FALSE POSITIVE,369.2,3790.0,48665.04,1.26227317,3.30141,7342.5,4927.0,2.882,9.356,298.82861,44.48914,0,1,0,0
8479107,K07045.01,FALSE POSITIVE,34.23,1530.0,1294.42,0.76757669,2.04757,157610.0,5182.0,4.635,0.627,284.12561,44.550571,0,1,0,0
8479386,K07046.01,FALSE POSITIVE,78.14,1191.0,475.44,5.860377067,10.4634,361620.0,6267.0,4.284,1.158,284.27853,44.594028,0,1,0,0
8488876,K07047.01,FALSE POSITIVE,62.9,2001.0,3784.87,5.801881299,4.21133,34470.0,7259.0,3.739,3.009,289.40515,44.51548,0,1,0,1
8504570,K07048.01,FALSE POSITIVE,92.08,1699.0,1969.22,4.00770453,5.50884,168780.0,7162.0,4.185,1.631,295.23688,44.507671,0,1,0,0
8509346,K07049.01,FALSE POSITIVE,36.68,1183.0,462.81,6.099032889,4.82208,55374.0,6356.0,4.297,1.141,296.71408,44.577209,0,1,0,0
8517433,K07050.01,FALSE POSITIVE,0.76,2146.0,4984.96,0.652956712,0.627,50.0,5812.0,4.419,1.055,298.78268,44.57465,1,0,0,0
9474222,K07177.01,FALSE POSITIVE,49.2,994.0,230.66,13.691790011,5.64674,97564.0,6295.0,4.158,1.554,295.37402,46.04274,0,1,0,0
9474969,K07178.01,FALSE POSITIVE,63.68,923.0,171.91,21.570508432,13.8604,134180.0,6322.0,4.003,1.692,295.62891,46.05135,1,0,0,0
9480398,K07179.01,CANDIDATE,1.18,272.0,1.29,407.14656,23.26,82.3,5845.0,4.282,1.198,297.37427,46.054806,0,0,0,0
9490342,K07180.01,CANDIDATE,3.94,298.0,1.88,487.83894,32.77,453.3,5421.0,3.882,1.877,300.13855,46.061691,0,0,0,0
9509207,K07181.01,FALSE POSITIVE,85.76,907.0,159.99,14.199840087,5.98531,214600.0,5864.0,4.139,1.414,282.66821,46.16013,1,0,0,0
9513168,K07182.01,CANDIDATE,1.74,613.0,33.32,6.853888,2.561,653.8,4199.0,4.609,0.684,284.95761,46.14381,0,0,0,0
9520700,K07183.01,FALSE POSITIVE,66.59,1415.0,948.25,2.136834989,4.34882,346180.0,5753.0,4.42,0.989,289.33817,46.152828,1,0,0,0
9529294,K07184.01,FALSE POSITIVE,0.97,1430.0,986.6,2.51690133,2.521,59.6,5403.0,4.201,1.284,293.013,46.166561,0,1,1,0
12116489,K00547.02,CANDIDATE,0.97,784.0,89.33,7.34672485,2.136,143.0,5271.0,4.578,0.821,294.5704,50.673019,0,0,0,0
10296163,K07309.01,FALSE POSITIVE,400.4,1552.0,1370.16,9.296746368,6.88069,213840.0,6461.0,3.67,2.884,299.16693,47.356098,0,1,0,0
10330495,K07310.01,FALSE POSITIVE,20.71,618.0,34.4,18.060078203,11.5759,58975.0,5330.0,4.464,0.855,287.87509,47.445759,0,1,0,0
10332789,K07311.01,FALSE POSITIVE,35.61,717.0,62.46,18.74072534,5.19791,125480.0,6122.0,4.471,0.996,289.0368,47.46595,0,1,0,0
10340228,K07312.01,FALSE POSITIVE,0.69,1642.0,1724.34,0.93371313,2.971,66.0,5436.0,4.548,0.869,292.11972,47.485619,0,0,1,1
10341787,K07313.01,FALSE POSITIVE,1.14,1666.0,1811.1,0.93373716,5.015,144.9,5390.0,4.479,0.852,292.72198,47.4548,0,0,1,1
10342097,K07314.01,FALSE POSITIVE,10.28,3696.0,43890.28,0.933735579,3.892,351.4,5016.0,3.013,5.344,292.85236,47.498039,0,0,1,1
10345862,K07315.01,FALSE POSITIVE,42.57,462.0,10.79,58.28819056,21.6014,156160.0,5463.0,4.353,1.044,294.25418,47.43779,0,1,0,0
10346522,K07316.01,FALSE POSITIVE,60.26,996.0,233.19,3.989144446,20.7947,630520.0,5538.0,4.555,0.719,294.48337,47.45266,0,1,0,0
10352603,K07317.01,FALSE POSITIVE,69.08,588.0,28.29,32.77897303,19.1378,410080.0,6122.0,4.487,0.964,296.59042,47.416908,0,1,0,0
11359305,K07441.01,FALSE POSITIVE,116.84,963.0,202.98,28.487107336,3.77887,37663.0,6351.0,3.814,2.385,295.98428,49.130249,0,1,0,0
11391181,K07442.01,FALSE POSITIVE,51.79,796.0,94.74,8.61733907,4.05563,185860.0,5387.0,4.482,0.87,284.99454,49.228161,0,1,0,0
11401869,K07443.01,FALSE POSITIVE,0.95,1487.0,1155.45,2.16146908,3.643,84.8,6047.0,4.422,1.013,291.30954,49.242439,0,1,0,1
11409698,K07444.01,FALSE POSITIVE,73.59,1136.0,393.02,10.26782676,6.02685,247180.0,6664.0,4.176,1.44,295.14685,49.28241,0,1,0,0
11411639,K07445.01,CANDIDATE,1.3,829.0,111.53,6.933574,2.43,276.7,5510.0,4.584,0.793,295.92404,49.220188,0,0,0,0
11455795,K07446.01,FALSE POSITIVE,14.59,1276.0,623.51,1.057335679,1.5795,47337.0,4664.0,4.594,0.683,292.18417,49.31004,0,1,0,0
11457191,K07447.01,FALSE POSITIVE,42.03,1690.0,1922.43,1.149198426,4.1603,37721.0,5858.0,4.486,0.867,292.92563,49.34734,0,1,0,0
11462556,K07448.01,FALSE POSITIVE,1.66,1977.0,3611.69,2.50012775,28.2,49.9,6923.0,4.12,1.664,295.38477,49.333672,1,0,0,0
2283362,K06262.01,CANDIDATE,1.29,1834.0,2675.15,0.673141323,0.921,229.5,5461.0,4.552,0.858,286.11075,37.611851,0,0,0,0
2301068,K06263.01,CANDIDATE,3.33,1550.0,1365.41,8.60965352,2.218,63.2,5418.0,3.447,4.233,291.02719,37.613911,0,0,0,0
2305372,K06264.01,FALSE POSITIVE,217.25,2263.0,6187.57,1.40469182,6.26327,702440.0,6230.0,4.043,1.863,291.99033,37.672749,0,1,0,0
2306740,K06265.01,FALSE POSITIVE,81.21,960.0,200.8,10.306982793,11.4277,341790.0,5912.0,4.225,1.217,292.26981,37.6982,0,1,0,0
2308957,K06266.01,FALSE POSITIVE,177.78,2944.0,17830.7,1.109841858,8.11952,300710.0,5788.0,3.607,3.211,292.75183,37.603539,0,1,0,0
2422820,K06267.01,CANDIDATE,1.12,674.0,48.8,13.8911152,5.062,204.9,5472.0,4.499,0.79,286.13458,37.799881,0,0,0,0
2437452,K06268.01,FALSE POSITIVE,34.03,843.0,119.12,7.234965722,7.0245,164850.0,5653.0,4.573,0.798,290.22617,37.75964,0,1,0,0
2437804,K06269.01,FALSE POSITIVE,37.37,2595.0,10730.53,7.45301717,3.685,551.5,4475.0,2.329,16.755,290.25357,37.759418,0,1,1,1
2438061,K06270.01,FALSE POSITIVE,48.18,1352.0,788.17,2.442941283,4.1847,37338.0,5780.0,4.438,1.0,290.27701,37.79097,0,1,0,0
4180396,K06394.01,FALSE POSITIVE,12.52,2481.0,8964.2,3.684337918,2.1931,76.7,9609.0,4.149,2.108,296.54669,39.226372,1,0,0,0
4245897,K06395.01,FALSE POSITIVE,162.84,1272.0,619.07,11.2570616,29.059,690240.0,6915.0,4.012,1.875,286.3909,39.334389,0,1,0,0
4252226,K06396.01,FALSE POSITIVE,114.63,925.0,172.73,21.858963291,6.32492,117110.0,5923.0,3.904,2.06,288.72693,39.337742,0,1,0,0
4261960,K06397.01,FALSE POSITIVE,26.29,1253.0,583.36,1.461270059,16.467,3348.7,5226.0,4.651,0.674,291.49063,39.388592,1,0,1,0
4269252,K06398.01,FALSE POSITIVE,23.61,2309.0,6719.57,9.4022333,2.79,316.0,4597.0,2.42,13.874,293.27979,39.393318,0,0,1,0
4274071,K06399.01,CANDIDATE,1.24,1017.0,253.3,6.76890076,3.616,123.1,5737.0,4.327,1.125,294.40472,39.351681,0,0,0,0
4281895,K06400.01,FALSE POSITIVE,77.97,1141.0,401.55,9.543584955,3.72007,68184.0,5537.0,3.837,1.785,296.05179,39.39497,0,1,0,0
4282390,K06401.01,CANDIDATE,41.53,2167.0,5197.02,1.96134311,11.856,207.8,6221.0,3.935,2.198,296.14655,39.396938,0,0,0,0
5095269,K06518.01,FALSE POSITIVE,65.5,829.0,111.83,18.611957253,4.24721,124830.0,6492.0,4.32,1.17,290.55194,40.23502,0,1,0,0
5097278,K06519.01,FALSE POSITIVE,3.65,3191.0,24515.44,0.73240662,4.33,329.0,7392.0,4.135,1.772,291.1962,40.261959,1,0,0,0
5098757,K06520.01,FALSE POSITIVE,89.95,2148.0,5028.39,2.954598,24.79,337.8,6955.0,3.885,2.161,291.65561,40.253944,1,0,0,0
5111801,K06521.01,FALSE POSITIVE,0.58,2978.0,18708.86,0.562006231,3.496,14.2,6609.0,4.17,1.455,295.17368,40.290157,1,0,0,0
5112198,K06522.01,FALSE POSITIVE,18.8,1366.0,822.2,3.21559054,16.261,202.4,6300.0,4.414,1.036,295.25665,40.257511,1,0,0,0
5113809,K06523.01,FALSE POSITIVE,3.62,1973.0,3587.69,1.547426532,16.1346,532.9,6612.0,4.303,1.264,295.55603,40.233089,1,0,0,0
5115178,K06524.01,FALSE POSITIVE,47.26,781.0,88.01,12.851722103,5.71731,42519.0,5838.0,4.438,0.967,295.84485,40.280869,0,1,0,0
5115379,K06525.01,FALSE POSITIVE,1.8,1345.0,773.19,4.2055797,19.4,100.5,6190.0,4.261,1.259,295.88437,40.27766,1,0,1,0
5115688,K06526.01,CANDIDATE,9.3,409.0,6.6,486.77832,15.29,370.8,5039.0,3.295,4.95,295.94925,40.247829,0,0,0,0
6045093,K06653.01,CANDIDATE,1.22,526.0,18.12,28.2682167,1.355,197.0,5496.0,4.564,0.838,292.64594,41.353039,0,0,0,0
6046311,K06654.01,FALSE POSITIVE,2.47,2138.0,4953.98,0.957476003,0.6624,450.7,6312.0,4.338,1.122,293.02133,41.355999,1,0,0,0
6048106,K06655.01,FALSE POSITIVE,94.2,2234.0,5905.62,1.559360638,5.4458,280070.0,7002.0,4.193,1.488,293.55844,41.395351,0,1,0,0
6057750,K06657.01,CANDIDATE,1.54,2492.0,9138.09,1.6037058,9.067,32.8,6400.0,3.877,2.512,296.104,41.36927,0,0,0,0
6060580,K06658.01,FALSE POSITIVE,33.55,1180.0,458.02,2.313367981,2.42645,13438.0,5508.0,4.598,0.764,296.76862,41.319538,0,1,0,0
6063448,K06659.01,FALSE POSITIVE,63.58,652.0,42.65,76.01811375,13.4849,80671.0,6703.0,4.018,1.892,297.40732,41.329769,0,1,0,0
8391983,K07884.01,CANDIDATE,1.49,2036.0,4086.46,0.70965042,1.318,223.4,5618.0,4.373,1.002,299.77228,44.363022,0,0,0,0
6890618,K06787.01,FALSE POSITIVE,28.63,1619.0,1622.84,1.574063832,5.6357,1118.1,5951.0,4.411,0.962,298.62164,42.39423,0,0,1,0
6925263,K06788.01,FALSE POSITIVE,1.04,1217.0,519.13,2.51989935,1.55,147.2,5646.0,4.549,0.841,282.80841,42.486778,1,0,0,0
6927629,K06789.01,FALSE POSITIVE,69.23,1203.0,494.75,3.867613816,5.36467,340910.0,5780.0,4.364,1.046,283.90543,42.441891,0,1,0,0
6929016,K06790.01,FALSE POSITIVE,0.86,1867.0,2891.64,0.733726452,2.309,114.6,5855.0,4.578,0.797,284.50391,42.46386,0,1,0,1
6936977,K06791.01,FALSE POSITIVE,53.1,467.0,11.24,36.473115046,2.91005,161930.0,5452.0,4.594,0.766,287.95151,42.413189,0,1,0,0
6939670,K06792.01,FALSE POSITIVE,38.01,1044.0,280.82,4.238855579,5.2235,68002.0,5655.0,4.482,0.804,288.96494,42.469391,0,1,0,0
6947623,K06793.01,CANDIDATE,0.79,1014.0,250.0,3.62657392,1.791,98.5,5416.0,4.579,0.8,291.49585,42.47813,0,0,0,0
6947837,K06794.01,FALSE POSITIVE,0.98,3272.0,27090.0,1.17033848,11.56,17.3,8027.0,3.997,2.314,291.5636,42.476871,1,0,0,0
6949550,K06795.01,FALSE POSITIVE,56.33,876.0,139.18,7.841066931,5.47901,342090.0,5973.0,4.562,0.829,292.11746,42.45628,0,1,0,0
7811211,K06918.01,CANDIDATE,6.17,1688.0,1919.35,0.902403563,1.7129,4759.5,5776.0,4.599,0.755,287.57062,43.531738,0,0,0,0
7812893,K06919.01,CANDIDATE,1.09,577.0,26.18,8.7998722,1.153,270.3,4298.0,4.603,0.675,288.37213,43.591221,0,0,0,0
7816680,K06920.01,FALSE POSITIVE,64.04,1319.0,715.83,4.292599454,4.73293,140030.0,6467.0,4.377,1.174,289.92133,43.508221,0,1,0,0
7816935,K06921.01,CANDIDATE,1.19,1052.0,289.51,6.87778029,3.199,124.0,6274.0,4.434,1.062,290.00784,43.502129,0,0,0,0
7838639,K06922.01,FALSE POSITIVE,50.13,1825.0,2624.42,2.113197701,3.46341,57316.0,6215.0,4.138,1.463,296.91443,43.519451,0,1,0,0
7846730,K06923.01,FALSE POSITIVE,75.47,1028.0,264.14,11.02822674,8.275,278040.0,6271.0,4.199,1.387,298.85602,43.536968,0,1,0,0
7847927,K06924.01,FALSE POSITIVE,40.43,373.0,4.59,70.37626987,6.4205,116050.0,5458.0,4.603,0.755,299.13303,43.527111,0,1,0,0
7868967,K06925.01,CANDIDATE,0.94,416.0,7.09,12.9489256,2.162,331.0,3867.0,4.734,0.525,281.35678,43.658352,0,0,0,0
8526387,K07051.01,FALSE POSITIVE,1.11,1365.0,826.03,0.772803664,1.368,290.2,4535.0,4.607,0.668,301.35458,44.524948,0,0,1,0
8543278,K07052.01,FALSE POSITIVE,18.8,690.0,53.74,7.549299761,2.46338,44576.0,5085.0,4.679,0.634,283.94864,44.669498,0,1,0,0
8552500,K07053.01,FALSE POSITIVE,9.32,2373.0,7495.0,0.530972263,3.653,48.6,6185.0,4.472,0.991,288.86761,44.648022,0,0,1,1
8552540,K07054.01,FALSE POSITIVE,92.29,2312.0,6728.14,0.530967171,3.8102,378390.0,5951.0,4.439,0.991,288.89041,44.61702,0,1,0,0
8553788,K07055.01,FALSE POSITIVE,130.46,2943.0,17727.93,1.606163631,4.92516,144600.0,8027.0,3.997,2.314,289.4288,44.641411,0,1,0,0
8553907,K07056.01,FALSE POSITIVE,79.17,622.0,35.34,42.032096076,11.6768,391260.0,6618.0,4.393,1.117,289.47922,44.631371,0,1,0,0
8559796,K07057.01,FALSE POSITIVE,4.71,3232.0,25737.02,0.619303759,6.6038,74.5,7138.0,4.137,1.684,291.70581,44.618542,1,0,0,0
8559863,K07058.01,FALSE POSITIVE,19.12,518.0,17.04,22.470494368,7.39097,45979.0,5315.0,4.636,0.697,291.7309,44.622631,0,1,0,0
8489260,K07889.01,CANDIDATE,2.44,332.0,2.86,130.235324,5.678,750.1,5616.0,4.529,0.903,289.57452,44.519939,0,0,0,0
9529856,K07185.01,FALSE POSITIVE,114.14,902.0,156.47,37.482223878,4.81451,28977.0,6422.0,3.78,2.415,293.26245,46.15062,0,1,0,0
9536048,K07186.01,FALSE POSITIVE,0.95,1406.0,922.9,3.71186243,1.032,53.9,6302.0,4.299,1.258,295.61349,46.190689,0,0,1,0
9540450,K07187.01,FALSE POSITIVE,70.64,1925.0,3242.53,1.077358008,3.6713,311050.0,6100.0,4.397,1.064,297.09329,46.132381,0,1,0,0
9540675,K07188.01,FALSE POSITIVE,0.75,1297.0,669.38,3.55643514,8.529,45.8,5831.0,4.289,1.109,297.16602,46.199188,0,0,1,1
9541163,K07189.01,FALSE POSITIVE,0.92,2142.0,4982.76,0.5366497,2.887,105.4,5822.0,4.529,0.898,297.29395,46.102341,1,0,1,1
9569866,K07191.01,FALSE POSITIVE,47.81,1313.0,701.93,1.480324075,3.20209,400010.0,5260.0,4.56,0.717,282.22711,46.246159,0,1,0,0
9579192,K07192.01,FALSE POSITIVE,50.33,1310.0,696.82,12.08353781,7.90317,43087.0,6770.0,3.89,2.214,287.63187,46.29871,0,1,0,0
8540376,K07892.01,CONFIRMED,2.71,1008.0,244.47,10.692115,4.657,408.4,6474.0,4.311,1.242,282.37753,44.694592,0,0,0,0
10363300,K07318.01,FALSE POSITIVE,58.67,1957.0,3455.76,0.934926138,3.1925,131940.0,5962.0,4.423,1.078,299.63449,47.477249,0,1,0,0
10388451,K07319.01,CANDIDATE,0.97,370.0,4.43,17.1677675,2.975,335.1,3761.0,4.724,0.526,283.84756,47.515659,0,0,0,0
10396708,K07320.01,CANDIDATE,0.75,679.0,50.14,8.50207749,3.057,117.3,4889.0,4.57,0.715,288.29715,47.56004,0,0,0,0
10407047,K07321.01,FALSE POSITIVE,103.98,3442.0,33070.3,0.93374699,6.168,172.1,4909.0,3.136,5.272,292.77695,47.539391,0,0,1,1
10407430,K07322.01,FALSE POSITIVE,0.99,1763.0,2289.8,0.933759404,3.491,114.9,5766.0,4.514,0.866,292.93396,47.514751,0,0,0,1
10407464,K07323.01,FALSE POSITIVE,0.37,2077.0,4422.99,0.93373711,3.151,12.9,6300.0,4.391,1.025,292.94501,47.528469,0,0,0,1
10420279,K07325.01,FALSE POSITIVE,77.25,529.0,18.46,45.43324862,14.242,414350.0,5731.0,4.359,1.08,297.38031,47.545029,0,1,0,0
10422852,K07326.01,FALSE POSITIVE,57.48,1784.0,2389.78,1.398890216,4.9641,66012.0,6134.0,4.378,1.051,298.07645,47.512798,0,1,0,0
11495989,K07449.01,CANDIDATE,14.03,1097.0,342.59,1.322475635,5.307,997.3,4668.0,4.7,0.548,285.37671,49.461712,0,0,0,0
11499757,K07450.01,FALSE POSITIVE,75.21,864.0,131.33,12.314402323,5.8903,393900.0,6247.0,4.433,1.066,287.7262,49.435261,1,0,0,0
11501774,K07451.01,FALSE POSITIVE,1.23,1878.0,2938.32,0.691823991,5.965,165.9,5226.0,4.404,0.962,288.87637,49.490528,0,1,0,0
11502172,K07452.01,FALSE POSITIVE,43.42,601.0,30.92,25.431861399,5.23771,46565.0,5754.0,4.458,0.9,289.07819,49.480019,0,1,0,0
11502179,K07453.01,FALSE POSITIVE,2.4,1447.0,1036.21,3.98855869,1.467,214.1,5791.0,4.057,1.646,289.08099,49.420315,0,0,1,1
11506235,K07454.01,FALSE POSITIVE,35.03,668.0,47.14,20.413052415,4.4621,92672.0,5941.0,4.487,0.963,291.30069,49.495689,0,1,0,0
11551652,K07455.01,CANDIDATE,2.44,2001.0,3791.11,3.773744,15.2,85.2,7302.0,3.965,2.069,287.57501,49.551167,0,0,0,0
11560382,K07456.01,FALSE POSITIVE,0.79,2115.0,4714.94,0.527679032,1.395,84.1,5799.0,4.548,0.86,292.53864,49.538761,0,0,1,1
11560431,K07457.01,FALSE POSITIVE,0.42,1970.0,3535.35,0.527673075,1.3693,26.1,5367.0,4.514,0.828,292.56583,49.535721,0,0,0,1
2438062,K06271.01,FALSE POSITIVE,44.35,1352.0,788.17,2.44295727,4.0656,15298.0,5780.0,4.438,1.0,290.27707,37.791946,0,1,1,1
2438517,K06272.01,FALSE POSITIVE,1.27,1097.0,342.77,3.31587688,3.152,185.6,5385.0,4.476,0.875,290.32913,37.763889,0,0,1,1
2442084,K06273.01,FALSE POSITIVE,32.57,271.0,1.28,49.788613011,7.41807,219220.0,3892.0,4.708,0.542,291.1601,37.761101,0,1,0,0
2449245,K06274.01,CANDIDATE,1.5,737.0,69.62,18.1772927,4.703,213.1,6158.0,4.455,1.026,292.73026,37.787182,0,0,0,0
2450716,K06275.01,FALSE POSITIVE,0.6,1356.0,798.8,1.38607973,8.7,64.6,5261.0,4.562,0.768,293.07098,37.710899,0,1,1,0
2557350,K06276.01,CANDIDATE,0.64,579.0,26.6,3.09872834,1.89,248.0,3628.0,4.842,0.41,286.81915,37.859009,0,0,0,0
2557430,K06277.01,FALSE POSITIVE,72.32,2882.0,16368.52,0.648868342,2.82428,34770.0,6531.0,4.12,1.524,286.84528,37.815891,0,1,0,0
2568971,K06278.01,FALSE POSITIVE,46.02,1786.0,2400.3,5.088582739,7.6066,448.9,7514.0,4.052,1.955,290.10883,37.845211,1,0,1,0
4349935,K06403.01,FALSE POSITIVE,0.81,1300.0,678.05,0.792023257,3.2604,176.6,4447.0,4.632,0.625,286.82983,39.469559,1,0,0,0
4352168,K06404.01,FALSE POSITIVE,47.87,675.0,49.06,10.643743766,6.29783,436510.0,5282.0,4.578,0.694,287.71497,39.442711,0,1,0,0
4356621,K06405.01,FALSE POSITIVE,1.19,1825.0,2628.3,1.7317958,2.924,60.6,5691.0,4.095,1.508,289.20514,39.468441,0,0,0,1
4357985,K06406.01,FALSE POSITIVE,1.36,734.0,68.48,8.65298599,1.549,313.8,5210.0,4.538,0.749,289.60037,39.431709,0,1,0,1
4367544,K06407.01,FALSE POSITIVE,14.94,1988.0,3686.75,1.19563447,5.3934,8245.0,5583.0,4.115,1.413,292.28394,39.4571,0,1,0,0
4372410,K06408.01,FALSE POSITIVE,1.93,4181.0,71798.87,0.550537628,1.216,72.0,8098.0,4.013,2.199,293.52682,39.404831,1,0,1,0
4372620,K06409.01,CANDIDATE,2.42,960.0,201.01,19.9310602,8.48,97.9,5500.0,3.775,2.491,293.5787,39.447979,0,0,0,0
4372961,K06410.01,FALSE POSITIVE,50.25,2117.0,4744.68,2.53470797,20.143,328.2,6440.0,3.874,2.254,293.66101,39.411629,0,1,0,0
5119143,K06527.01,FALSE POSITIVE,2.92,3102.0,21896.26,0.530799654,3.487,318.5,6534.0,4.128,1.622,296.68451,40.290588,1,0,0,0
5164794,K06531.01,FALSE POSITIVE,2.49,1795.0,2448.03,1.0429419,7.22,412.0,5780.0,4.438,1.0,283.48358,40.324066,1,0,1,0
5171707,K06532.01,CANDIDATE,1.36,1933.0,3285.52,0.813998812,0.675,183.4,5705.0,4.424,0.989,286.74857,40.36544,0,0,0,0
5172274,K06533.01,FALSE POSITIVE,9.08,1370.0,832.67,6.12650913,15.43,2434.0,6881.0,4.252,1.534,286.97809,40.302078,0,1,0,0
5174492,K06534.01,FALSE POSITIVE,1.95,3927.0,56448.93,0.720589427,4.329,70.0,8497.0,4.07,2.211,287.88882,40.386768,0,1,0,0
6068947,K06661.01,FALSE POSITIVE,9.97,2376.0,7539.67,0.573036404,1.3176,4174.5,5745.0,4.29,1.196,298.74298,41.386292,0,1,0,0
6103049,K06662.01,FALSE POSITIVE,54.03,2193.0,5486.36,0.643171495,2.31285,41160.0,5899.0,4.387,0.989,283.76822,41.44112,0,1,0,0
6109688,K06663.01,FALSE POSITIVE,65.6,1197.0,485.09,14.086776961,10.1279,106840.0,7138.0,4.062,1.89,286.91357,41.48151,0,1,0,0
6111011,K06664.01,CANDIDATE,0.93,632.0,37.74,14.7639145,3.14,162.5,5541.0,4.613,0.733,287.46738,41.47163,0,0,0,0
6128141,K06665.01,FALSE POSITIVE,31.43,1550.0,1362.23,1.872620976,1.7626,1530.6,6031.0,4.427,1.004,293.25287,41.426319,0,1,0,0
6128245,K06666.01,CANDIDATE,0.75,1684.0,1898.51,1.118510435,1.111,72.7,5918.0,4.544,0.865,293.2793,41.403679,0,0,0,0
6131659,K06667.01,FALSE POSITIVE,49.36,554.0,22.31,17.527826808,5.78491,347520.0,5079.0,4.579,0.732,294.27908,41.436901,0,1,0,0
6146838,K06668.01,FALSE POSITIVE,38.87,527.0,18.22,27.467217305,4.17961,71766.0,5503.0,4.536,0.742,297.91599,41.485641,0,1,0,0
6950275,K06796.01,FALSE POSITIVE,3.35,533.0,19.12,40.879068,6.562,499.2,6072.0,4.51,0.923,292.34671,42.402939,0,1,1,1
6953219,K06797.01,FALSE POSITIVE,1.4,1889.0,3012.0,0.566802325,1.842,288.4,5233.0,4.489,0.824,293.24902,42.446621,0,0,1,1
6956176,K06798.01,CANDIDATE,3.56,2104.0,4636.69,2.64185268,1.76,149.8,5195.0,3.409,2.935,294.07739,42.402241,0,0,0,0
6962018,K06799.01,FALSE POSITIVE,52.75,1475.0,1123.92,0.634946497,2.40541,426550.0,4446.0,4.567,0.737,295.54373,42.428429,0,1,0,0
6965293,K06800.01,FALSE POSITIVE,54.93,1274.0,622.32,5.077746556,3.1718,18837.0,6174.0,4.235,1.271,296.31641,42.43351,0,1,0,0
6967430,K06801.01,FALSE POSITIVE,0.67,1518.0,1256.78,2.00383703,3.473,42.3,6045.0,4.439,1.028,296.80319,42.47797,0,0,0,1
7009828,K06802.01,FALSE POSITIVE,40.62,958.0,199.25,5.321224925,7.48973,98872.0,5787.0,4.544,0.758,282.42773,42.593639,0,1,0,0
7025851,K06803.01,FALSE POSITIVE,69.55,1581.0,1476.77,2.340534383,4.43017,241360.0,6300.0,4.349,1.136,289.35959,42.530239,0,1,0,0
7870250,K06926.01,FALSE POSITIVE,0.75,2191.0,5418.89,0.580724809,1.82,64.2,5989.0,4.492,0.933,282.15744,43.689152,1,0,1,1
7885518,K06928.01,FALSE POSITIVE,0.69,1745.0,2196.53,1.72933255,3.631,29.7,5921.0,4.22,1.211,289.9574,43.657429,0,0,1,0
7885570,K06929.01,FALSE POSITIVE,139.36,2230.0,5838.68,1.729338354,6.8524,140160.0,5587.0,3.754,2.553,289.97372,43.653809,0,1,0,0
7886329,K06930.01,FALSE POSITIVE,65.47,3024.0,19665.18,0.567493852,1.35349,7984.0,6370.0,4.053,1.548,290.23407,43.66206,1,0,0,0
7902204,K06931.01,CANDIDATE,1.2,1268.0,611.31,2.54031121,1.83,173.3,5778.0,4.531,0.911,295.50229,43.609871,0,0,0,0
7919653,K06932.01,FALSE POSITIVE,75.1,1966.0,3523.25,2.105238039,5.23595,94675.0,5947.0,3.943,1.885,299.93735,43.627129,0,1,0,0
7938468,K06933.01,FALSE POSITIVE,237.79,1179.0,457.25,7.226944171,23.0124,682180.0,6270.0,4.199,1.36,281.94336,43.728588,0,1,0,0
8560861,K07059.01,FALSE POSITIVE,272.44,1289.0,652.01,31.973311701,13.2105,75054.0,7854.0,3.669,3.462,292.1394,44.672741,0,1,0,1
8566113,K07061.01,CANDIDATE,4.91,2413.0,8016.36,1.371587993,12.901,456.1,7045.0,4.154,1.604,294.20145,44.639839,0,0,0,0
8569819,K07062.01,FALSE POSITIVE,2912.48,1099.0,345.25,20.849919614,13.7687,313090.0,7355.0,4.042,1.984,295.4758,44.62149,0,1,0,0
8574270,K07063.01,FALSE POSITIVE,33.11,605.0,31.61,15.120212531,3.50007,24616.0,5232.0,4.554,0.725,296.82111,44.67598,0,1,0,0
8581658,K07064.01,FALSE POSITIVE,78.24,1485.0,1151.7,3.481657589,4.75315,347010.0,6225.0,4.191,1.291,298.68329,44.63681,0,1,0,0
8590527,K07065.01,FALSE POSITIVE,82.29,3013.0,19590.61,0.739769962,1.95901,20729.0,6465.0,3.947,1.847,301.04822,44.603031,0,1,0,0
8604993,K07066.01,FALSE POSITIVE,33.99,946.0,189.25,6.570421193,4.4698,60118.0,5812.0,4.484,0.908,282.23996,44.73114,0,1,0,0
8608490,K07067.01,FALSE POSITIVE,125.64,2679.0,12266.51,0.541405029,2.7481,327660.0,5096.0,3.889,1.782,284.16718,44.779369,0,1,0,0
